source_pair_id,char_id,target_char,candidate_instance_id,reference_instance_id,human_mean,parsed_asds_score,direct_ink_asds_score,direct_minus_parsed,direct_polar_js_similarity,direct_grid_js_similarity,direct_projection_js_similarity,direct_selected_scale,direct_selected_rotation_degrees,direct_selected_translation_x,direct_selected_translation_y,direct_alignment_ink_iou
NAT-28-d382c6a23cfb,28,亲,28/6,28/17,3.6666666666666665,69.5831483361496,69.42283815722105,-0.1603101789285546,0.6566626007681701,0.8062930849652877,0.7574706552646548,0.8500000000000001,1.0,-2.0,-1.0,0.22682218936531406
NAT-29-1a2802c160be,29,走,29/20,29/3,2.0,50.154687299003456,49.44734627814294,-0.7073410208605182,0.42628929972101814,0.7721768884975904,0.5349627980138547,0.8500000000000001,3.0,34.0,50.0,0.12154832347140039
NAT-29-883d8d843544,29,走,29/0,29/2,2.0,59.85731373038503,59.681805422545665,-0.17550830783936533,0.583189834592945,0.6369911861562143,0.6202432805797536,0.8,-3.0,-5.0,-34.0,0.25349960054187365
NAT-29-bc27da5bf54f,29,走,29/8,29/18,2.6666666666666665,80.05013245367758,80.09451024528698,0.04437779160940636,0.7791053771187679,0.9183128599699256,0.7854960631616229,1.05,3.0,11.0,-46.0,0.4527345032653508
NAT-29-ca132eafe8cd,29,走,29/1,29/14,2.6666666666666665,56.84906674201999,55.92163445072871,-0.9274322912912822,0.5407015784203376,0.6175749422775603,0.5872599884761117,1.2,3.0,14.0,11.0,0.17062362647260151
NAT-30-27da7578b659,30,级,30/17,30/16,4.0,88.64779210325028,87.65500021170173,-0.9927918915485492,0.8672654958947406,0.9271401340745018,0.8692875658634923,1.0,0.0,4.0,3.0,0.6136409362215813
NAT-30-5aaef800b3ab,30,级,30/6,30/15,2.6666666666666665,63.331116331784244,62.979691211654185,-0.35142512013005955,0.558486484229499,0.8134653536342822,0.7789104674050018,1.0,-3.0,-1.0,37.0,0.24041780606984356
NAT-30-6ca464bf95c7,30,级,30/1,30/8,2.0,72.7154912566609,72.85831169003278,0.142820433371881,0.7337821104261699,0.6846408449861308,0.7482634190272615,1.2,-1.0,9.0,-40.0,0.3262216371098893
NAT-30-a2922ad1d026,30,级,30/14,30/19,3.0,71.90096477429415,71.4683210442862,-0.4326437300079533,0.6804095230569901,0.8496221737779477,0.7396881215751788,0.8,-3.0,-3.0,-16.0,0.25697631154657075
NAT-31-1fbf51b74f78,31,卖,31/14,31/4,1.6666666666666667,64.84082299521457,64.70350125935855,-0.1373217358560197,0.668297290836795,0.6320993390400989,0.5627467210120953,0.8,-3.0,-20.0,-2.0,0.1096236535307416
NAT-31-2b7bb78fbb8e,31,卖,31/0,31/16,3.6666666666666665,80.25987491792424,80.58653158545314,0.32665666752890843,0.7874381842644862,0.8783775533999633,0.8193463590626442,0.95,-3.0,14.0,17.0,0.3710929916521064
NAT-31-4951574d54f8,31,卖,31/15,31/1,3.3333333333333335,65.85886956323354,65.23038131661339,-0.6284882466201509,0.6006778062011946,0.8071993042837269,0.7383296878849246,0.8,-3.0,-15.0,-15.0,0.17786064440440777
NAT-31-739157d52981,31,卖,31/17,31/16,4.0,91.3815826936713,90.88107785113375,-0.500504842537552,0.9079700630625939,0.9405467625638297,0.8809981332196488,0.95,0.0,2.0,1.0,0.6094204471456479
NAT-32-6a96f6287559,32,废,32/6,32/19,4.0,66.7050493497844,65.47332052021511,-1.2317288295692919,0.6073701687610482,0.7940761618530564,0.7364177519430601,0.8,3.0,-29.0,-16.0,0.24308608058608058
NAT-32-7bdcdeb212e2,32,废,32/18,32/9,3.6666666666666665,78.35452145837202,76.85048646939087,-1.5040349889811466,0.7243172018147235,0.9339071665434069,0.8093116562806089,0.95,0.0,-6.0,15.0,0.3722903215744986
NAT-32-94c7c227734e,32,废,32/2,32/14,2.0,65.60749390671002,64.61284534518998,-0.9946485615200373,0.6410452447470018,0.6724516797063437,0.6435268678203142,1.2,-3.0,9.0,3.0,0.16808252427184467
NAT-32-cc2c3bc39e2c,32,废,32/10,32/9,2.3333333333333335,75.38695650122244,74.84278618695475,-0.5441703142676886,0.7262314938236745,0.8669203408080971,0.7335184338117395,0.8,3.0,9.0,21.0,0.27892345333799373
NAT-33-91f85ab09b93,33,鲦,33/7,33/16,2.3333333333333335,83.38545644540389,83.22069490720727,-0.16476153819661477,0.81154711942474,0.9105771644292091,0.8502492720691555,0.95,0.0,-1.0,17.0,0.46976685938510987
NAT-33-a3f11bda28bd,33,鲦,33/1,33/6,2.3333333333333335,68.71887516099568,68.02817235123999,-0.6907028097556918,0.6392530325846043,0.8148465641602061,0.737184107194307,1.05,3.0,-6.0,-34.0,0.16319517868471137
NAT-33-c8d8f75858ea,33,鲦,33/15,33/19,4.0,81.07114688047668,81.01019456560124,-0.060952314875436286,0.787779040929567,0.9070510051165908,0.8173264415855135,1.05,3.0,22.0,-22.0,0.3066187682526555
NAT-33-da3eaddc3506,33,鲦,33/14,33/16,4.0,85.49163678500314,85.32937170314959,-0.1622650818535476,0.8562779467755656,0.8885397705571465,0.8041212580335211,0.8,-2.0,-22.0,-20.0,0.37392078033348713
NAT-34-0bcaf7e08327,34,氢,34/18,34/9,3.3333333333333335,70.17693938418552,69.12367799506414,-1.0532613891213742,0.6449075004327333,0.8424848405040635,0.7561920238141241,1.0,-3.0,-7.0,-14.0,0.24426282165673294
NAT-34-1c39ac28adec,34,氢,34/19,34/16,3.6666666666666665,82.16448082963605,81.38836194522442,-0.7761188844116305,0.811577508802599,0.8792022272629793,0.7593268613398536,1.05,1.0,-17.0,10.0,0.45946780585722374
NAT-34-6ea8015b22d0,34,氢,34/4,34/17,3.0,81.38854368732137,80.69930577546968,-0.6892379118516914,0.7898464390586277,0.880085425777673,0.8139182436467107,1.0,3.0,-19.0,-10.0,0.44172687224669605
NAT-34-8224c11a5f80,34,氢,34/0,34/1,2.3333333333333335,77.09250143881778,76.48587669781277,-0.6066247410050067,0.7508305524769996,0.8808469034238039,0.7143356315377165,0.8,-3.0,23.0,-11.0,0.2818728582418351
NAT-35-5291f60457eb,35,陈,35/9,35/8,4.0,82.55869317730583,82.56784598220024,0.009152804894412725,0.8165457960511628,0.9261446641572253,0.767831353084031,0.9,0.0,-37.0,18.0,0.41726251276813076
NAT-35-8821f770bcaa,35,陈,35/18,35/15,2.6666666666666665,73.46224193637892,72.81114453684427,-0.651097399534649,0.7102923171191253,0.8497913935751742,0.6895874289918593,0.95,0.0,5.0,32.0,0.2592969751829222
NAT-35-c6a50ae81aaf,35,陈,35/1,35/10,3.3333333333333335,72.62780371934167,72.55910733177494,-0.06869638756673169,0.707698244735079,0.8541832935171141,0.6804987198375134,1.2,-3.0,7.0,-56.0,0.2855667683642337
NAT-35-fd02eab37389,35,陈,35/20,35/15,4.0,68.513954024453,67.76792878268539,-0.7460252417676116,0.6585539135901757,0.8265764235780917,0.6180338985134473,1.2,2.0,13.0,15.0,0.13965774664063396
NAT-36-57ef10b1f6d2,36,畅,36/5,36/12,2.6666666666666665,81.48158095344439,81.18789923651381,-0.2936817169305783,0.7970346338988032,0.9113862938635233,0.7816453637096498,0.8,-2.0,-26.0,24.0,0.4081960040834184
NAT-36-5d863929c404,36,畅,36/17,36/16,4.666666666666667,91.30469373084125,90.97763886521949,-0.32705486562176134,0.9100696338828234,0.9535194142774085,0.8646648852840495,1.0,-1.0,-2.0,2.0,0.5717622502733327
NAT-36-777d81c47c17,36,畅,36/20,36/12,2.3333333333333335,71.89882176113576,71.64676300921516,-0.25205875192060034,0.6860501959555724,0.879709849244024,0.6951734369109824,0.8,3.0,-30.0,3.0,0.2440456255786923
NAT-36-d0da378792f6,36,畅,36/2,36/14,2.3333333333333335,58.48567667652828,58.01576726266964,-0.4699094138586375,0.6299124322389147,0.48212085386488435,0.44600561319815624,1.2,-1.0,49.0,5.0,0.09557463359104491
NAT-37-4bc85dbbfb08,37,欢,37/16,37/14,2.3333333333333335,72.08236522651784,71.91202272137538,-0.1703425051424574,0.8328725104791601,0.4202643622465203,0.4871321036090913,1.2,3.0,45.0,34.0,0.14778409090909092
NAT-37-6eb249935c3a,37,欢,37/20,37/5,3.6666666666666665,71.71644705337623,71.16271980825746,-0.5537272451187647,0.6819477328543316,0.816373571882412,0.7453849953478711,0.95,3.0,-11.0,33.0,0.37311720698254364
NAT-37-a5ca9d59178e,37,欢,37/17,37/19,3.3333333333333335,71.51547529059414,71.42206302343764,-0.09341226715649498,0.6792686944290303,0.8244083251273283,0.7671419690997069,1.2,2.0,1.0,-18.0,0.24171247709478594
NAT-38-7967b6c72765,38,尴,38/6,38/9,3.0,75.2010160029938,74.9712611334975,-0.22975486949628987,0.7276517163308382,0.8707050620246668,0.7316710039979222,0.95,2.0,-20.0,-20.0,0.1842175105423019
NAT-38-c6d905013135,38,尴,38/17,38/0,2.3333333333333335,76.14764092353019,76.22056768786965,0.07292676433945644,0.7419525306864649,0.8868654748030484,0.7320605611847583,1.1,-3.0,-10.0,30.0,0.2737780554621041
NAT-38-d9b7b9ec929e,38,尴,38/15,38/20,4.0,73.88114361548693,73.02818578095913,-0.8529578345277997,0.7131155139921683,0.8655066630107623,0.6751666570897278,1.05,-1.0,-2.0,10.0,0.23390871854885897
NAT-38-e6030b2a9770,38,尴,38/19,38/14,4.0,71.4615150370341,71.04949527193433,-0.412019765099771,0.7813920198154549,0.5457170712219079,0.5444198544349252,1.2,3.0,20.0,38.0,0.11985524312835684
NAT-39-4de3fea8d459,39,她,39/7,39/5,3.6666666666666665,77.28702303780176,76.78759820795625,-0.49942482984550907,0.7522839884765965,0.8409621563407623,0.7675524446322051,1.05,-3.0,34.0,0.0,0.3704233805808209
NAT-39-72cb8df26d15,39,她,39/2,39/18,2.0,63.76567646550876,63.25030727382318,-0.5153691916855792,0.5759711883252028,0.8138884008892651,0.7149332051813341,1.2,-3.0,4.0,17.0,0.23671877232589375
NAT-39-db0a691ca804,39,她,39/8,39/0,2.3333333333333335,70.31005339421608,70.11775247838557,-0.1923009158305149,0.6567559774352107,0.855155825440117,0.7544997784212706,1.2,1.0,-26.0,48.0,0.3598640448735325
NAT-39-fe731e8dfe68,39,她,39/9,39/6,3.0,72.26600940458887,73.63267207627221,1.3666626716833434,0.7078877931253893,0.8678838641080644,0.7374845730582662,1.2,3.0,-22.0,45.0,0.2117196185126675
